id,value,timestamp
0,0.8293,1990-01-07 19:00:00
0,0.833,1990-01-07 20:00:00
0,0.8311,1990-01-07 21:00:00
0,0.8302,1990-01-07 22:00:00
0,0.8325,1990-01-07 23:00:00
0,0.8168,1990-01-08 00:00:00
0,0.816,1990-01-08 01:00:00
0,0.8147,1990-01-08 02:00:00
0,0.8278,1990-01-08 03:00:00
0,0.8237,1990-01-08 04:00:00
0,0.8208,1990-01-08 05:00:00
0,0.8123,1990-01-08 06:00:00
0,0.817,1990-01-08 07:00:00
0,0.8187,1990-01-08 08:00:00
0,0.821,1990-01-08 09:00:00
0,0.8267,1990-01-08 10:00:00
0,0.8316,1990-01-08 11:00:00
0,0.8335,1990-01-08 12:00:00
0,0.8291,1990-01-08 13:00:00
0,0.8266,1990-01-08 14:00:00
0,0.8288,1990-01-08 15:00:00
0,0.8315,1990-01-08 16:00:00
0,0.8303,1990-01-08 17:00:00
0,0.831,1990-01-08 18:00:00
0,0.8267,1990-01-08 19:00:00
0,0.8254,1990-01-08 20:00:00
0,0.8311,1990-01-08 21:00:00
0,0.8298,1990-01-08 22:00:00
0,0.832,1990-01-08 23:00:00
0,0.833,1990-01-09 00:00:00
0,0.8351,1990-01-09 01:00:00
0,0.8337,1990-01-09 02:00:00
0,0.8265,1990-01-09 03:00:00
0,0.814,1990-01-09 04:00:00
0,0.8183,1990-01-09 05:00:00
0,0.7888,1990-01-09 06:00:00
0,0.787,1990-01-09 07:00:00
0,0.7775,1990-01-09 08:00:00
0,0.769,1990-01-09 09:00:00
0,0.782,1990-01-09 10:00:00
0,0.782,1990-01-09 11:00:00
0,0.778,1990-01-09 12:00:00
0,0.7804,1990-01-09 13:00:00
0,0.7833,1990-01-09 14:00:00
0,0.7812,1990-01-09 15:00:00
0,0.7835,1990-01-09 16:00:00
0,0.7821,1990-01-09 17:00:00
0,0.7848,1990-01-09 18:00:00
0,0.7837,1990-01-09 19:00:00
0,0.7765,1990-01-09 20:00:00
0,0.782,1990-01-09 21:00:00
0,0.787,1990-01-09 22:00:00
0,0.7785,1990-01-09 23:00:00
0,0.7781,1990-01-10 00:00:00
0,0.7794,1990-01-10 01:00:00
0,0.7725,1990-01-10 02:00:00
0,0.7707,1990-01-10 03:00:00
0,0.772,1990-01-10 04:00:00
0,0.7635,1990-01-10 05:00:00
0,0.7653,1990-01-10 06:00:00
0,0.7635,1990-01-10 07:00:00
0,0.7658,1990-01-10 08:00:00
0,0.7663,1990-01-10 09:00:00
0,0.7684,1990-01-10 10:00:00
0,0.7691,1990-01-10 11:00:00
0,0.7722,1990-01-10 12:00:00
0,0.774,1990-01-10 13:00:00
0,0.7768,1990-01-10 14:00:00
0,0.7773,1990-01-10 15:00:00
0,0.7692,1990-01-10 16:00:00
0,0.77,1990-01-10 17:00:00
0,0.7735,1990-01-10 18:00:00
0,0.7667,1990-01-10 19:00:00
0,0.7677,1990-01-10 20:00:00
0,0.766,1990-01-10 21:00:00
0,0.7581,1990-01-10 22:00:00
0,0.7675,1990-01-10 23:00:00
0,0.766,1990-01-11 00:00:00
0,0.7701,1990-01-11 01:00:00
0,0.771,1990-01-11 02:00:00
0,0.7734,1990-01-11 03:00:00
0,0.773,1990-01-11 04:00:00
0,0.774,1990-01-11 05:00:00
0,0.774,1990-01-11 06:00:00
0,0.7675,1990-01-11 07:00:00
0,0.77,1990-01-11 08:00:00
0,0.772,1990-01-11 09:00:00
0,0.7735,1990-01-11 10:00:00
0,0.7784,1990-01-11 11:00:00
0,0.7793,1990-01-11 12:00:00
0,0.7775,1990-01-11 13:00:00
0,0.7785,1990-01-11 14:00:00
0,0.7728,1990-01-11 15:00:00
0,0.7733,1990-01-11 16:00:00
0,0.7728,1990-01-11 17:00:00
0,0.7765,1990-01-11 18:00:00
0,0.781,1990-01-11 19:00:00
0,0.7889,1990-01-11 20:00:00
0,0.7817,1990-01-11 21:00:00
0,0.7778,1990-01-11 22:00:00
0,0.782,1990-01-11 23:00:00
0,0.7841,1990-01-12 00:00:00
0,0.7787,1990-01-12 01:00:00
0,0.776,1990-01-12 02:00:00
0,0.7812,1990-01-12 03:00:00
0,0.7836,1990-01-12 04:00:00
0,0.785,1990-01-12 05:00:00
0,0.7826,1990-01-12 06:00:00
0,0.782,1990-01-12 07:00:00
0,0.7817,1990-01-12 08:00:00
0,0.7765,1990-01-12 09:00:00
0,0.7787,1990-01-12 10:00:00
0,0.7816,1990-01-12 11:00:00
0,0.7796,1990-01-12 12:00:00
0,0.7793,1990-01-12 13:00:00
0,0.7809,1990-01-12 14:00:00
0,0.7875,1990-01-12 15:00:00
0,0.7869,1990-01-12 16:00:00
0,0.7886,1990-01-12 17:00:00
0,0.788,1990-01-12 18:00:00
0,0.7873,1990-01-12 19:00:00
0,0.788,1990-01-12 20:00:00
0,0.7838,1990-01-12 21:00:00
0,0.7833,1990-01-12 22:00:00
0,0.784,1990-01-12 23:00:00
0,0.7836,1990-01-13 00:00:00
0,0.7853,1990-01-13 01:00:00
0,0.7848,1990-01-13 02:00:00
0,0.7763,1990-01-13 03:00:00
0,0.7727,1990-01-13 04:00:00
0,0.7669,1990-01-13 05:00:00
0,0.7673,1990-01-13 06:00:00
0,0.7651,1990-01-13 07:00:00
0,0.7688,1990-01-13 08:00:00
0,0.7713,1990-01-13 09:00:00
0,0.7679,1990-01-13 10:00:00
0,0.7696,1990-01-13 11:00:00
0,0.7683,1990-01-13 12:00:00
0,0.7712,1990-01-13 13:00:00
0,0.773,1990-01-13 14:00:00
0,0.771,1990-01-13 15:00:00
0,0.7713,1990-01-13 16:00:00
0,0.7742,1990-01-13 17:00:00
0,0.775,1990-01-13 18:00:00
0,0.773,1990-01-13 19:00:00
0,0.775,1990-01-13 20:00:00
0,0.775,1990-01-13 21:00:00
0,0.7786,1990-01-13 22:00:00
0,0.7842,1990-01-13 23:00:00
0,0.786,1990-01-14 00:00:00
0,0.7846,1990-01-14 01:00:00
0,0.7857,1990-01-14 02:00:00
0,0.7871,1990-01-14 03:00:00
0,0.7818,1990-01-14 04:00:00
0,0.7844,1990-01-14 05:00:00
0,0.7803,1990-01-14 06:00:00
0,0.7799,1990-01-14 07:00:00
0,0.779,1990-01-14 08:00:00
0,0.7776,1990-01-14 09:00:00
0,0.7728,1990-01-14 10:00:00
0,0.7703,1990-01-14 11:00:00
0,0.775,1990-01-14 12:00:00
0,0.7741,1990-01-14 13:00:00
0,0.7768,1990-01-14 14:00:00
0,0.7795,1990-01-14 15:00:00
0,0.7792,1990-01-14 16:00:00
0,0.7788,1990-01-14 17:00:00
0,0.778,1990-01-14 18:00:00
0,0.7764,1990-01-14 19:00:00
0,0.7795,1990-01-14 20:00:00
0,0.7807,1990-01-14 21:00:00
0,0.7838,1990-01-14 22:00:00
0,0.783,1990-01-14 23:00:00
0,0.7838,1990-01-15 00:00:00
0,0.7791,1990-01-15 01:00:00
0,0.7788,1990-01-15 02:00:00
0,0.7835,1990-01-15 03:00:00
0,0.7834,1990-01-15 04:00:00
0,0.7825,1990-01-15 05:00:00
0,0.7824,1990-01-15 06:00:00
0,0.7765,1990-01-15 07:00:00
0,0.7715,1990-01-15 08:00:00
0,0.7565,1990-01-15 09:00:00
0,0.759,1990-01-15 10:00:00
0,0.7603,1990-01-15 11:00:00
0,0.7605,1990-01-15 12:00:00
0,0.7565,1990-01-15 13:00:00
0,0.7594,1990-01-15 14:00:00
0,0.7575,1990-01-15 15:00:00
0,0.76,1990-01-15 16:00:00
0,0.7603,1990-01-15 17:00:00
0,0.7507,1990-01-15 18:00:00
0,0.7515,1990-01-15 19:00:00
0,0.752,1990-01-15 20:00:00
0,0.755,1990-01-15 21:00:00
0,0.7548,1990-01-15 22:00:00
0,0.754,1990-01-15 23:00:00
0,0.7598,1990-01-16 00:00:00
0,0.763,1990-01-16 01:00:00
0,0.7631,1990-01-16 02:00:00
0,0.7641,1990-01-16 03:00:00
0,0.765,1990-01-16 04:00:00
0,0.7645,1990-01-16 05:00:00
0,0.765,1990-01-16 06:00:00
0,0.767,1990-01-16 07:00:00
0,0.7675,1990-01-16 08:00:00
0,0.767,1990-01-16 09:00:00
0,0.7651,1990-01-16 10:00:00
0,0.7643,1990-01-16 11:00:00
0,0.7642,1990-01-16 12:00:00
0,0.7651,1990-01-16 13:00:00
0,0.7665,1990-01-16 14:00:00
0,0.765,1990-01-16 15:00:00
0,0.7664,1990-01-16 16:00:00
0,0.7664,1990-01-16 17:00:00
0,0.77,1990-01-16 18:00:00
0,0.7738,1990-01-16 19:00:00
0,0.7755,1990-01-16 20:00:00
0,0.776,1990-01-16 21:00:00
0,0.773,1990-01-16 22:00:00
0,0.7785,1990-01-16 23:00:00
0,0.7755,1990-01-17 00:00:00
0,0.7738,1990-01-17 01:00:00
0,0.7751,1990-01-17 02:00:00
0,0.7758,1990-01-17 03:00:00
0,0.7761,1990-01-17 04:00:00
0,0.7792,1990-01-17 05:00:00
0,0.778,1990-01-17 06:00:00
0,0.7765,1990-01-17 07:00:00
0,0.779,1990-01-17 08:00:00
0,0.7802,1990-01-17 09:00:00
0,0.7822,1990-01-17 10:00:00
0,0.7835,1990-01-17 11:00:00
0,0.7825,1990-01-17 12:00:00
0,0.7835,1990-01-17 13:00:00
0,0.7839,1990-01-17 14:00:00
0,0.7825,1990-01-17 15:00:00
0,0.7821,1990-01-17 16:00:00
0,0.7785,1990-01-17 17:00:00
0,0.7776,1990-01-17 18:00:00
0,0.779,1990-01-17 19:00:00
0,0.7815,1990-01-17 20:00:00
0,0.784,1990-01-17 21:00:00
0,0.7871,1990-01-17 22:00:00
0,0.7855,1990-01-17 23:00:00
0,0.7845,1990-01-18 00:00:00
0,0.7841,1990-01-18 01:00:00
0,0.7845,1990-01-18 02:00:00
0,0.7842,1990-01-18 03:00:00
0,0.7852,1990-01-18 04:00:00
0,0.7781,1990-01-18 05:00:00
0,0.7848,1990-01-18 06:00:00
0,0.7856,1990-01-18 07:00:00
0,0.7867,1990-01-18 08:00:00
0,0.7905,1990-01-18 09:00:00
0,0.7878,1990-01-18 10:00:00
0,0.7896,1990-01-18 11:00:00
0,0.7958,1990-01-18 12:00:00
0,0.7963,1990-01-18 13:00:00
0,0.7995,1990-01-18 14:00:00
0,0.7957,1990-01-18 15:00:00
0,0.7974,1990-01-18 16:00:00
0,0.8011,1990-01-18 17:00:00
0,0.8002,1990-01-18 18:00:00
0,0.7961,1990-01-18 19:00:00
0,0.7935,1990-01-18 20:00:00
0,0.7965,1990-01-18 21:00:00
0,0.7971,1990-01-18 22:00:00
0,0.8004,1990-01-18 23:00:00
0,0.7953,1990-01-19 00:00:00
0,0.794,1990-01-19 01:00:00
0,0.796,1990-01-19 02:00:00
0,0.7934,1990-01-19 03:00:00
0,0.7955,1990-01-19 04:00:00
0,0.7943,1990-01-19 05:00:00
0,0.797,1990-01-19 06:00:00
0,0.8,1990-01-19 07:00:00
0,0.7955,1990-01-19 08:00:00
0,0.798,1990-01-19 09:00:00
0,0.7968,1990-01-19 10:00:00
0,0.795,1990-01-19 11:00:00
0,0.784,1990-01-19 12:00:00
0,0.7854,1990-01-19 13:00:00
0,0.7855,1990-01-19 14:00:00
0,0.7871,1990-01-19 15:00:00
0,0.7845,1990-01-19 16:00:00
0,0.7791,1990-01-19 17:00:00
0,0.7845,1990-01-19 18:00:00
0,0.7836,1990-01-19 19:00:00
0,0.7854,1990-01-19 20:00:00
0,0.7863,1990-01-19 21:00:00
0,0.7851,1990-01-19 22:00:00
0,0.7866,1990-01-19 23:00:00
0,0.7883,1990-01-20 00:00:00
0,0.789,1990-01-20 01:00:00
0,0.7911,1990-01-20 02:00:00
0,0.7915,1990-01-20 03:00:00
0,0.7918,1990-01-20 04:00:00
0,0.7888,1990-01-20 05:00:00
0,0.7868,1990-01-20 06:00:00
0,0.7844,1990-01-20 07:00:00
0,0.784,1990-01-20 08:00:00
0,0.7855,1990-01-20 09:00:00
0,0.7851,1990-01-20 10:00:00
0,0.7818,1990-01-20 11:00:00
0,0.7784,1990-01-20 12:00:00
0,0.7735,1990-01-20 13:00:00
0,0.7728,1990-01-20 14:00:00
0,0.772,1990-01-20 15:00:00
0,0.7711,1990-01-20 16:00:00
0,0.7705,1990-01-20 17:00:00
0,0.773,1990-01-20 18:00:00
0,0.7737,1990-01-20 19:00:00
0,0.7731,1990-01-20 20:00:00
0,0.7715,1990-01-20 21:00:00
0,0.767,1990-01-20 22:00:00
0,0.7604,1990-01-20 23:00:00
0,0.7601,1990-01-21 00:00:00
0,0.7608,1990-01-21 01:00:00
0,0.7624,1990-01-21 02:00:00
0,0.7597,1990-01-21 03:00:00
0,0.7593,1990-01-21 04:00:00
0,0.7565,1990-01-21 05:00:00
0,0.7572,1990-01-21 06:00:00
0,0.7641,1990-01-21 07:00:00
0,0.7551,1990-01-21 08:00:00
0,0.7564,1990-01-21 09:00:00
0,0.7465,1990-01-21 10:00:00
0,0.7365,1990-01-21 11:00:00
0,0.742,1990-01-21 12:00:00
0,0.7458,1990-01-21 13:00:00
0,0.7415,1990-01-21 14:00:00
0,0.7419,1990-01-21 15:00:00
0,0.743,1990-01-21 16:00:00
0,0.7504,1990-01-21 17:00:00
0,0.7513,1990-01-21 18:00:00
0,0.7449,1990-01-21 19:00:00
0,0.7398,1990-01-21 20:00:00
0,0.7383,1990-01-21 21:00:00
0,0.7443,1990-01-21 22:00:00
0,0.7431,1990-01-21 23:00:00
0,0.748,1990-01-22 00:00:00
0,0.7521,1990-01-22 01:00:00
0,0.7524,1990-01-22 02:00:00
0,0.749,1990-01-22 03:00:00
0,0.7457,1990-01-22 04:00:00
0,0.748,1990-01-22 05:00:00
0,0.751,1990-01-22 06:00:00
0,0.7481,1990-01-22 07:00:00
0,0.751,1990-01-22 08:00:00
0,0.7514,1990-01-22 09:00:00
0,0.7535,1990-01-22 10:00:00
0,0.754,1990-01-22 11:00:00
0,0.7541,1990-01-22 12:00:00
0,0.7572,1990-01-22 13:00:00
0,0.7558,1990-01-22 14:00:00
0,0.7534,1990-01-22 15:00:00
0,0.751,1990-01-22 16:00:00
0,0.7525,1990-01-22 17:00:00
0,0.7487,1990-01-22 18:00:00
0,0.7533,1990-01-22 19:00:00
0,0.7538,1990-01-22 20:00:00
0,0.7545,1990-01-22 21:00:00
0,0.7527,1990-01-22 22:00:00
0,0.7521,1990-01-22 23:00:00
0,0.7542,1990-01-23 00:00:00
0,0.7552,1990-01-23 01:00:00
0,0.7567,1990-01-23 02:00:00
0,0.7571,1990-01-23 03:00:00
0,0.7547,1990-01-23 04:00:00
0,0.7536,1990-01-23 05:00:00
0,0.7547,1990-01-23 06:00:00
0,0.7549,1990-01-23 07:00:00
0,0.7573,1990-01-23 08:00:00
0,0.7602,1990-01-23 09:00:00
0,0.7599,1990-01-23 10:00:00
0,0.7593,1990-01-23 11:00:00
0,0.7605,1990-01-23 12:00:00
0,0.7614,1990-01-23 13:00:00
0,0.7638,1990-01-23 14:00:00
0,0.7645,1990-01-23 15:00:00
0,0.7659,1990-01-23 16:00:00
0,0.767,1990-01-23 17:00:00
0,0.77,1990-01-23 18:00:00
0,0.7666,1990-01-23 19:00:00
0,0.7663,1990-01-23 20:00:00
0,0.7665,1990-01-23 21:00:00
0,0.7632,1990-01-23 22:00:00
0,0.7628,1990-01-23 23:00:00
0,0.7595,1990-01-24 00:00:00
0,0.7628,1990-01-24 01:00:00
0,0.7637,1990-01-24 02:00:00
0,0.7638,1990-01-24 03:00:00
0,0.7661,1990-01-24 04:00:00
0,0.765,1990-01-24 05:00:00
0,0.7667,1990-01-24 06:00:00
0,0.767,1990-01-24 07:00:00
0,0.7645,1990-01-24 08:00:00
0,0.7625,1990-01-24 09:00:00
0,0.757,1990-01-24 10:00:00
0,0.754,1990-01-24 11:00:00
0,0.7562,1990-01-24 12:00:00
0,0.7552,1990-01-24 13:00:00
0,0.7589,1990-01-24 14:00:00
0,0.7565,1990-01-24 15:00:00
0,0.7538,1990-01-24 16:00:00
0,0.7582,1990-01-24 17:00:00
0,0.7552,1990-01-24 18:00:00
0,0.7513,1990-01-24 19:00:00
0,0.7541,1990-01-24 20:00:00
0,0.7503,1990-01-24 21:00:00
0,0.7523,1990-01-24 22:00:00
0,0.7525,1990-01-24 23:00:00
0,0.7574,1990-01-25 00:00:00
0,0.7574,1990-01-25 01:00:00
0,0.7583,1990-01-25 02:00:00
0,0.7575,1990-01-25 03:00:00
0,0.7566,1990-01-25 04:00:00
0,0.7582,1990-01-25 05:00:00
0,0.7573,1990-01-25 06:00:00
0,0.7585,1990-01-25 07:00:00
0,0.758,1990-01-25 08:00:00
0,0.7582,1990-01-25 09:00:00
0,0.7568,1990-01-25 10:00:00
0,0.7574,1990-01-25 11:00:00
0,0.7575,1990-01-25 12:00:00
0,0.763,1990-01-25 13:00:00
0,0.7629,1990-01-25 14:00:00
0,0.763,1990-01-25 15:00:00
0,0.764,1990-01-25 16:00:00
0,0.7631,1990-01-25 17:00:00
0,0.7617,1990-01-25 18:00:00
0,0.7616,1990-01-25 19:00:00
0,0.7586,1990-01-25 20:00:00
0,0.7535,1990-01-25 21:00:00
0,0.7534,1990-01-25 22:00:00
0,0.7525,1990-01-25 23:00:00
0,0.7545,1990-01-26 00:00:00
0,0.7522,1990-01-26 01:00:00
0,0.7495,1990-01-26 02:00:00
0,0.7518,1990-01-26 03:00:00
0,0.7518,1990-01-26 04:00:00
0,0.75,1990-01-26 05:00:00
0,0.7465,1990-01-26 06:00:00
0,0.7471,1990-01-26 07:00:00
0,0.7477,1990-01-26 08:00:00
0,0.7469,1990-01-26 09:00:00
0,0.7421,1990-01-26 10:00:00
0,0.7444,1990-01-26 11:00:00
0,0.7447,1990-01-26 12:00:00
0,0.7436,1990-01-26 13:00:00
0,0.7466,1990-01-26 14:00:00
0,0.7441,1990-01-26 15:00:00
0,0.7463,1990-01-26 16:00:00
0,0.7456,1990-01-26 17:00:00
0,0.7469,1990-01-26 18:00:00
0,0.7441,1990-01-26 19:00:00
0,0.7432,1990-01-26 20:00:00
0,0.7443,1990-01-26 21:00:00
0,0.7455,1990-01-26 22:00:00
0,0.7465,1990-01-26 23:00:00
0,0.748,1990-01-27 00:00:00
0,0.7481,1990-01-27 01:00:00
0,0.746,1990-01-27 02:00:00
0,0.7437,1990-01-27 03:00:00
0,0.7438,1990-01-27 04:00:00
0,0.7437,1990-01-27 05:00:00
0,0.7441,1990-01-27 06:00:00
0,0.7443,1990-01-27 07:00:00
0,0.7439,1990-01-27 08:00:00
0,0.7414,1990-01-27 09:00:00
0,0.7363,1990-01-27 10:00:00
0,0.7372,1990-01-27 11:00:00
0,0.7287,1990-01-27 12:00:00
0,0.7182,1990-01-27 13:00:00
0,0.7187,1990-01-27 14:00:00
0,0.7211,1990-01-27 15:00:00
0,0.7203,1990-01-27 16:00:00
0,0.7255,1990-01-27 17:00:00
0,0.722,1990-01-27 18:00:00
0,0.7207,1990-01-27 19:00:00
0,0.7137,1990-01-27 20:00:00
0,0.7112,1990-01-27 21:00:00
0,0.7149,1990-01-27 22:00:00
0,0.7165,1990-01-27 23:00:00
0,0.717,1990-01-28 00:00:00
0,0.7156,1990-01-28 01:00:00
0,0.7174,1990-01-28 02:00:00
0,0.7181,1990-01-28 03:00:00
0,0.72,1990-01-28 04:00:00
0,0.72,1990-01-28 05:00:00
0,0.7128,1990-01-28 06:00:00
0,0.7183,1990-01-28 07:00:00
0,0.7225,1990-01-28 08:00:00
0,0.7254,1990-01-28 09:00:00
0,0.7331,1990-01-28 10:00:00
0,0.7311,1990-01-28 11:00:00
0,0.7302,1990-01-28 12:00:00
0,0.7317,1990-01-28 13:00:00
0,0.7325,1990-01-28 14:00:00
0,0.7235,1990-01-28 15:00:00
0,0.722,1990-01-28 16:00:00
0,0.7233,1990-01-28 17:00:00
0,0.7225,1990-01-28 18:00:00
0,0.7165,1990-01-28 19:00:00
0,0.713,1990-01-28 20:00:00
0,0.7139,1990-01-28 21:00:00
0,0.7141,1990-01-28 22:00:00
0,0.7165,1990-01-28 23:00:00
0,0.7205,1990-01-29 00:00:00
0,0.7194,1990-01-29 01:00:00
0,0.7208,1990-01-29 02:00:00
0,0.7176,1990-01-29 03:00:00
0,0.7222,1990-01-29 04:00:00
0,0.7223,1990-01-29 05:00:00
0,0.7224,1990-01-29 06:00:00
0,0.7196,1990-01-29 07:00:00
0,0.7187,1990-01-29 08:00:00
0,0.715,1990-01-29 09:00:00
0,0.7184,1990-01-29 10:00:00
0,0.7201,1990-01-29 11:00:00
0,0.7184,1990-01-29 12:00:00
0,0.7143,1990-01-29 13:00:00
0,0.691,1990-01-29 14:00:00
0,0.695,1990-01-29 15:00:00
0,0.6909,1990-01-29 16:00:00
0,0.6968,1990-01-29 17:00:00
0,0.689,1990-01-29 18:00:00
0,0.6935,1990-01-29 19:00:00
0,0.6936,1990-01-29 20:00:00
0,0.6881,1990-01-29 21:00:00
0,0.6842,1990-01-29 22:00:00
0,0.6881,1990-01-29 23:00:00
0,0.6839,1990-01-30 00:00:00
0,0.6843,1990-01-30 01:00:00
0,0.6893,1990-01-30 02:00:00
0,0.6822,1990-01-30 03:00:00
0,0.6843,1990-01-30 04:00:00
0,0.6829,1990-01-30 05:00:00
0,0.6887,1990-01-30 06:00:00
0,0.6916,1990-01-30 07:00:00
0,0.6924,1990-01-30 08:00:00
0,0.6934,1990-01-30 09:00:00
